期數,開獎日期,今彩539中獎號碼,備註
4195,2021/01/22,"[15, 17, 19, 28, 29]",無
4194,2021/01/21,"[1, 6, 7, 21, 23]",無
4193,2021/01/20,"[3, 10, 11, 13, 19]",無
4192,2021/01/19,"[5, 9, 16, 21, 35]",無
4191,2021/01/18,"[1, 3, 16, 17, 39]",無
4190,2021/01/16,"[3, 10, 23, 26, 37]",無
4189,2021/01/15,"[6, 8, 16, 19, 23]",無
4188,2021/01/14,"[16, 20, 21, 30, 31]",無
4187,2021/01/13,"[6, 9, 17, 24, 38]",無
4186,2021/01/12,"[9, 11, 19, 36, 39]",無
4185,2021/01/11,"[3, 7, 14, 26, 38]",無
4184,2021/01/09,"[10, 13, 24, 36, 37]",無
4183,2021/01/08,"[9, 13, 26, 34, 36]",無
4182,2021/01/07,"[7, 13, 22, 23, 30]",無
4181,2021/01/06,"[10, 12, 29, 32, 36]",無
4180,2021/01/05,"[1, 11, 20, 28, 36]",無
4179,2021/01/04,"[2, 3, 16, 22, 32]",無
4178,2021/01/02,"[4, 6, 11, 17, 34]",無
4177,2021/01/01,"[18, 24, 26, 35, 37]",無
4176,2020/12/31,"[1, 10, 14, 20, 34]",無
4175,2020/12/30,"[3, 5, 21, 34, 36]",無
4174,2020/12/29,"[9, 16, 21, 28, 38]",無
4173,2020/12/28,"[11, 15, 25, 32, 35]",無
4172,2020/12/26,"[5, 9, 15, 20, 24]",無
4171,2020/12/25,"[1, 5, 19, 32, 37]",無
4170,2020/12/24,"[1, 19, 23, 30, 36]",無
4169,2020/12/23,"[7, 24, 28, 32, 38]",無
4168,2020/12/22,"[2, 15, 23, 29, 38]",無
4167,2020/12/21,"[2, 8, 15, 17, 24]",無
4166,2020/12/19,"[9, 14, 18, 29, 36]",無
4165,2020/12/18,"[2, 12, 15, 22, 35]",無
4164,2020/12/17,"[7, 11, 15, 16, 20]",無
4163,2020/12/16,"[8, 15, 17, 34, 36]",無
4162,2020/12/15,"[1, 11, 23, 25, 35]",無
4161,2020/12/14,"[5, 14, 17, 19, 20]",無
4160,2020/12/12,"[8, 14, 15, 24, 27]",無
4159,2020/12/11,"[5, 6, 12, 19, 33]",無
4158,2020/12/10,"[6, 10, 11, 26, 27]",無
4157,2020/12/09,"[12, 13, 15, 28, 33]",無
4156,2020/12/08,"[1, 21, 24, 28, 34]",無
4155,2020/12/07,"[9, 12, 22, 30, 35]",無
4154,2020/12/05,"[8, 18, 20, 29, 35]",無
4153,2020/12/04,"[2, 7, 22, 31, 37]",無
4152,2020/12/03,"[1, 3, 19, 20, 37]",無
4151,2020/12/02,"[3, 10, 16, 24, 37]",無
4150,2020/12/01,"[1, 11, 19, 26, 32]",無
4149,2020/11/30,"[9, 17, 25, 28, 36]",無
4148,2020/11/28,"[1, 2, 4, 17, 20]",無
4147,2020/11/27,"[15, 24, 25, 26, 32]",無
4146,2020/11/26,"[12, 17, 21, 28, 35]",無
4145,2020/11/25,"[6, 16, 25, 28, 36]",無
4144,2020/11/24,"[4, 8, 17, 18, 26]",無
4143,2020/11/23,"[2, 4, 13, 23, 28]",無
4142,2020/11/21,"[8, 11, 13, 14, 26]",無
4141,2020/11/20,"[6, 11, 27, 37, 38]",無
4140,2020/11/19,"[6, 10, 13, 16, 27]",無
4139,2020/11/18,"[1, 7, 15, 17, 18]",無
4138,2020/11/17,"[11, 14, 17, 19, 24]",無
4137,2020/11/16,"[10, 11, 13, 23, 38]",無
4136,2020/11/14,"[2, 3, 7, 30, 36]",無
4135,2020/11/13,"[1, 7, 11, 24, 39]",無
4134,2020/11/12,"[4, 18, 27, 29, 39]",無
4133,2020/11/11,"[22, 31, 35, 38, 39]",無
4132,2020/11/10,"[5, 19, 26, 28, 29]",無
4131,2020/11/09,"[6, 8, 17, 24, 38]",無
4130,2020/11/07,"[4, 8, 21, 24, 26]",無
4129,2020/11/06,"[1, 4, 7, 8, 39]",無
4128,2020/11/05,"[19, 20, 25, 30, 37]",無
4127,2020/11/04,"[2, 12, 17, 34, 38]",無
4126,2020/11/03,"[4, 17, 24, 25, 28]",無
4125,2020/11/02,"[12, 29, 31, 36, 39]",無
4124,2020/10/31,"[6, 7, 9, 21, 32]",無
4123,2020/10/30,"[3, 9, 24, 35, 38]",無
4122,2020/10/29,"[4, 23, 25, 35, 38]",無
4121,2020/10/28,"[13, 20, 26, 37, 38]",無
4120,2020/10/27,"[8, 18, 23, 24, 31]",無
4119,2020/10/26,"[3, 9, 14, 26, 33]",無
4118,2020/10/24,"[9, 10, 15, 27, 32]",無
4117,2020/10/23,"[2, 3, 20, 21, 34]",無
4116,2020/10/22,"[1, 9, 11, 27, 31]",無
4115,2020/10/21,"[2, 14, 20, 22, 29]",無
4114,2020/10/20,"[1, 10, 23, 27, 36]",無
4113,2020/10/19,"[4, 6, 16, 23, 36]",無
4112,2020/10/17,"[18, 20, 21, 24, 25]",無
4111,2020/10/16,"[22, 26, 32, 33, 38]",無
4110,2020/10/15,"[8, 14, 18, 20, 23]",無
4109,2020/10/14,"[1, 9, 33, 34, 39]",無
4108,2020/10/13,"[4, 8, 17, 26, 30]",無
4107,2020/10/12,"[6, 22, 24, 29, 33]",無
4106,2020/10/10,"[4, 8, 23, 24, 34]",無
4105,2020/10/09,"[13, 16, 25, 26, 31]",無
4104,2020/10/08,"[3, 8, 11, 19, 38]",無
4103,2020/10/07,"[5, 9, 13, 21, 34]",無
4102,2020/10/06,"[6, 20, 25, 32, 37]",無
4101,2020/10/05,"[6, 20, 22, 27, 35]",無
4100,2020/10/03,"[7, 15, 20, 30, 37]",無
4099,2020/10/02,"[17, 18, 20, 24, 34]",無
4098,2020/10/01,"[1, 6, 21, 35, 36]",無
4097,2020/09/30,"[21, 27, 28, 34, 37]",無
4096,2020/09/29,"[6, 20, 22, 30, 36]",無
4095,2020/09/28,"[7, 20, 26, 27, 30]",無
4094,2020/09/26,"[22, 24, 27, 29, 34]",無
4093,2020/09/25,"[1, 9, 14, 17, 18]",無
4092,2020/09/24,"[5, 10, 15, 24, 27]",無
4091,2020/09/23,"[6, 12, 17, 32, 36]",無
4090,2020/09/22,"[17, 20, 23, 24, 39]",無
4089,2020/09/21,"[5, 10, 17, 19, 34]",無
4088,2020/09/19,"[10, 18, 19, 37, 39]",無
4087,2020/09/18,"[6, 18, 24, 27, 29]",無
4086,2020/09/17,"[5, 14, 24, 33, 39]",無
4085,2020/09/16,"[6, 13, 15, 22, 27]",無
4084,2020/09/15,"[1, 4, 11, 25, 31]",無
4083,2020/09/14,"[18, 19, 20, 30, 38]",無
4082,2020/09/12,"[2, 15, 19, 27, 39]",無
4081,2020/09/11,"[3, 7, 8, 33, 35]",無
4080,2020/09/10,"[16, 27, 30, 35, 38]",無
4079,2020/09/09,"[4, 5, 20, 24, 29]",無
4078,2020/09/08,"[1, 6, 7, 12, 15]",無
4077,2020/09/07,"[6, 11, 13, 15, 29]",無
4076,2020/09/05,"[1, 26, 31, 32, 38]",無
4075,2020/09/04,"[4, 9, 21, 23, 24]",無
4074,2020/09/03,"[4, 7, 12, 20, 33]",無
4073,2020/09/02,"[11, 13, 20, 23, 39]",無
4072,2020/09/01,"[15, 16, 17, 23, 32]",無
4071,2020/08/31,"[2, 6, 26, 29, 36]",無
4070,2020/08/29,"[1, 10, 16, 27, 28]",無
4069,2020/08/28,"[2, 3, 17, 28, 31]",無
4068,2020/08/27,"[17, 24, 29, 34, 39]",無
4067,2020/08/26,"[14, 16, 21, 29, 32]",無
4066,2020/08/25,"[11, 23, 33, 36, 37]",無
4065,2020/08/24,"[13, 14, 28, 31, 35]",無
4064,2020/08/22,"[6, 21, 26, 27, 34]",無
4063,2020/08/21,"[3, 7, 17, 30, 31]",無
4062,2020/08/20,"[8, 14, 20, 21, 30]",無
4061,2020/08/19,"[1, 2, 4, 23, 28]",無
4060,2020/08/18,"[4, 15, 29, 33, 37]",無
4059,2020/08/17,"[12, 18, 26, 28, 30]",無
4058,2020/08/15,"[13, 17, 18, 21, 31]",無
4057,2020/08/14,"[4, 10, 12, 17, 25]",無
4056,2020/08/13,"[15, 17, 18, 31, 33]",無
4055,2020/08/12,"[1, 13, 20, 25, 32]",無
4054,2020/08/11,"[1, 4, 19, 23, 37]",無
4053,2020/08/10,"[23, 24, 29, 36, 39]",無
4052,2020/08/08,"[4, 15, 18, 25, 26]",無
4051,2020/08/07,"[5, 6, 29, 30, 39]",無
4050,2020/08/06,"[7, 9, 17, 26, 37]",無
4049,2020/08/05,"[16, 33, 34, 35, 38]",無
4048,2020/08/04,"[4, 11, 13, 25, 33]",無
4047,2020/08/03,"[2, 6, 21, 27, 29]",無
4046,2020/08/01,"[8, 10, 16, 21, 36]",無
4045,2020/07/31,"[14, 17, 19, 20, 24]",無
4044,2020/07/30,"[5, 16, 30, 37, 38]",無
4043,2020/07/29,"[6, 15, 24, 28, 31]",無
4042,2020/07/28,"[5, 13, 22, 25, 28]",無
4041,2020/07/27,"[9, 18, 25, 33, 37]",無
4040,2020/07/25,"[8, 23, 24, 28, 30]",無
4039,2020/07/24,"[4, 11, 28, 32, 39]",無
4038,2020/07/23,"[1, 10, 17, 33, 37]",無
4037,2020/07/22,"[5, 20, 30, 35, 37]",無
4036,2020/07/21,"[2, 13, 19, 32, 38]",無
4035,2020/07/20,"[2, 22, 23, 32, 39]",無
4034,2020/07/18,"[1, 11, 19, 31, 34]",無
4033,2020/07/17,"[4, 5, 10, 21, 27]",無
4032,2020/07/16,"[5, 7, 10, 23, 37]",無
4031,2020/07/15,"[3, 7, 20, 23, 31]",無
4030,2020/07/14,"[7, 24, 32, 36, 39]",無
4029,2020/07/13,"[2, 7, 13, 16, 37]",無
4028,2020/07/11,"[6, 9, 33, 35, 37]",無
4027,2020/07/10,"[1, 5, 21, 29, 35]",無
4026,2020/07/09,"[2, 9, 11, 14, 35]",無
4025,2020/07/08,"[1, 13, 21, 27, 34]",無
4024,2020/07/07,"[4, 5, 8, 19, 29]",無
4023,2020/07/06,"[5, 11, 14, 17, 23]",無
4022,2020/07/04,"[5, 10, 26, 30, 34]",無
4021,2020/07/03,"[6, 18, 19, 21, 39]",無
4020,2020/07/02,"[1, 2, 6, 9, 35]",無
4019,2020/07/01,"[1, 5, 8, 29, 30]",無
4018,2020/06/30,"[1, 11, 13, 17, 31]",無
4017,2020/06/29,"[7, 18, 22, 27, 31]",無
4016,2020/06/27,"[18, 24, 30, 34, 38]",無
4015,2020/06/26,"[14, 16, 20, 26, 38]",無
4014,2020/06/25,"[19, 24, 27, 29, 33]",無
4013,2020/06/24,"[1, 11, 14, 15, 30]",無
4012,2020/06/23,"[22, 23, 24, 33, 38]",無
4011,2020/06/22,"[18, 19, 22, 26, 30]",無
4010,2020/06/20,"[4, 8, 19, 24, 36]",無
4009,2020/06/19,"[5, 9, 10, 21, 37]",無
4008,2020/06/18,"[12, 17, 26, 38, 39]",無
4007,2020/06/17,"[6, 22, 23, 25, 26]",無
4006,2020/06/16,"[10, 20, 21, 24, 30]",無
4005,2020/06/15,"[10, 16, 18, 26, 32]",無
4004,2020/06/13,"[9, 11, 23, 30, 38]",無
4003,2020/06/12,"[10, 16, 17, 24, 27]",無
4002,2020/06/11,"[5, 6, 14, 19, 30]",無
4001,2020/06/10,"[2, 22, 29, 34, 38]",無
4000,2020/06/09,"[3, 19, 25, 32, 36]",無
3999,2020/06/08,"[4, 7, 22, 29, 39]",無
3998,2020/06/06,"[19, 29, 31, 35, 39]",無
3997,2020/06/05,"[4, 8, 12, 34, 37]",無
3996,2020/06/04,"[14, 18, 22, 27, 33]",無
3995,2020/06/03,"[3, 20, 28, 34, 36]",無
3994,2020/06/02,"[10, 14, 17, 24, 26]",無
3993,2020/06/01,"[12, 13, 15, 18, 24]",無
3992,2020/05/30,"[8, 16, 17, 21, 27]",無
3991,2020/05/29,"[8, 13, 23, 25, 37]",無
3990,2020/05/28,"[5, 8, 17, 26, 34]",無
3989,2020/05/27,"[5, 10, 25, 26, 38]",無
3988,2020/05/26,"[6, 14, 20, 21, 26]",無
3987,2020/05/25,"[3, 7, 9, 18, 37]",無
3986,2020/05/23,"[17, 20, 26, 35, 38]",無
3985,2020/05/22,"[5, 12, 15, 22, 30]",無
3984,2020/05/21,"[2, 25, 27, 35, 39]",無
3983,2020/05/20,"[8, 22, 23, 28, 29]",無
3982,2020/05/19,"[1, 2, 5, 21, 25]",無
3981,2020/05/18,"[5, 7, 8, 36, 38]",無
3980,2020/05/16,"[4, 7, 9, 24, 30]",無
3979,2020/05/15,"[5, 12, 20, 27, 30]",無
3978,2020/05/14,"[2, 8, 11, 16, 17]",無
3977,2020/05/13,"[2, 3, 12, 18, 22]",無
3976,2020/05/12,"[8, 13, 21, 32, 36]",無
3975,2020/05/11,"[5, 18, 25, 26, 38]",無
3974,2020/05/09,"[7, 9, 13, 25, 33]",無
3973,2020/05/08,"[4, 5, 8, 22, 36]",無
3972,2020/05/07,"[9, 14, 16, 25, 34]",無
3971,2020/05/06,"[2, 4, 25, 29, 39]",無
3970,2020/05/05,"[14, 16, 24, 26, 29]",無
3969,2020/05/04,"[5, 13, 30, 35, 39]",無
3968,2020/05/02,"[17, 23, 26, 27, 36]",無
3967,2020/05/01,"[2, 9, 13, 14, 27]",無
3966,2020/04/30,"[3, 17, 18, 23, 31]",無
3965,2020/04/29,"[5, 10, 29, 32, 33]",無
3964,2020/04/28,"[1, 7, 9, 21, 23]",無
3963,2020/04/27,"[8, 23, 24, 34, 36]",無
3962,2020/04/25,"[2, 7, 11, 14, 32]",無
3961,2020/04/24,"[3, 4, 21, 28, 30]",無
3960,2020/04/23,"[3, 15, 18, 26, 33]",無
3959,2020/04/22,"[5, 6, 9, 30, 31]",無
3958,2020/04/21,"[1, 17, 20, 32, 38]",無
3957,2020/04/20,"[3, 8, 11, 23, 32]",無
3956,2020/04/18,"[20, 26, 30, 31, 32]",無
3955,2020/04/17,"[15, 16, 25, 33, 36]",無
3954,2020/04/16,"[9, 17, 28, 33, 36]",無
3953,2020/04/15,"[4, 7, 10, 22, 28]",無
3952,2020/04/14,"[8, 29, 33, 37, 38]",無
3951,2020/04/13,"[3, 23, 25, 35, 36]",無
3950,2020/04/11,"[14, 15, 18, 21, 36]",無
3949,2020/04/10,"[6, 8, 11, 23, 39]",無
3948,2020/04/09,"[1, 6, 19, 24, 27]",無
3947,2020/04/08,"[12, 26, 27, 28, 34]",無
3946,2020/04/07,"[2, 12, 13, 23, 28]",無
3945,2020/04/06,"[3, 6, 16, 29, 30]",無
3944,2020/04/04,"[4, 13, 21, 27, 32]",無
3943,2020/04/03,"[3, 8, 15, 17, 38]",無
3942,2020/04/02,"[10, 11, 27, 28, 29]",無
3941,2020/04/01,"[7, 20, 23, 31, 35]",無
3940,2020/03/31,"[6, 9, 24, 27, 37]",無
3939,2020/03/30,"[1, 2, 7, 24, 35]",無
3938,2020/03/28,"[4, 7, 18, 27, 29]",無
3937,2020/03/27,"[13, 19, 22, 30, 38]",無
3936,2020/03/26,"[3, 19, 27, 28, 30]",無
3935,2020/03/25,"[5, 8, 23, 29, 32]",無
3934,2020/03/24,"[9, 12, 25, 26, 30]",無
3933,2020/03/23,"[5, 6, 16, 27, 31]",無
3932,2020/03/21,"[3, 7, 16, 22, 31]",無
3931,2020/03/20,"[10, 16, 20, 33, 39]",無
3930,2020/03/19,"[3, 11, 30, 32, 34]",無
3929,2020/03/18,"[5, 9, 20, 30, 38]",無
3928,2020/03/17,"[7, 16, 22, 29, 37]",無
3927,2020/03/16,"[1, 9, 11, 21, 32]",無
3926,2020/03/14,"[2, 6, 17, 20, 30]",無
3925,2020/03/13,"[3, 5, 10, 13, 29]",無
3924,2020/03/12,"[1, 18, 20, 24, 37]",無
3923,2020/03/11,"[7, 9, 12, 14, 16]",無
3922,2020/03/10,"[16, 26, 27, 33, 34]",無
3921,2020/03/09,"[6, 11, 18, 27, 28]",無
3920,2020/03/07,"[9, 10, 12, 17, 20]",無
3919,2020/03/06,"[8, 11, 13, 15, 29]",無
3918,2020/03/05,"[10, 20, 23, 28, 31]",無
3917,2020/03/04,"[2, 7, 9, 17, 27]",無
3916,2020/03/03,"[3, 7, 15, 16, 29]",無
3915,2020/03/02,"[5, 6, 10, 26, 27]",無
3914,2020/02/29,"[7, 17, 20, 27, 39]",無
3913,2020/02/28,"[4, 10, 12, 17, 21]",無
3912,2020/02/27,"[17, 19, 28, 35, 36]",無
3911,2020/02/26,"[2, 5, 15, 19, 26]",無
3910,2020/02/25,"[5, 9, 10, 11, 22]",無
3909,2020/02/24,"[1, 2, 23, 29, 30]",無
3908,2020/02/22,"[13, 18, 19, 36, 37]",無
3907,2020/02/21,"[4, 8, 20, 23, 27]",無
3906,2020/02/20,"[5, 10, 20, 27, 36]",無
3905,2020/02/19,"[2, 6, 20, 24, 34]",無
3904,2020/02/18,"[1, 5, 6, 9, 31]",無
3903,2020/02/17,"[2, 18, 30, 35, 36]",無
3902,2020/02/15,"[5, 8, 18, 29, 33]",無
3901,2020/02/14,"[4, 13, 25, 26, 36]",無
3900,2020/02/13,"[1, 17, 28, 35, 38]",無
3899,2020/02/12,"[17, 19, 23, 33, 35]",無
3898,2020/02/11,"[5, 12, 19, 27, 28]",無
3897,2020/02/10,"[8, 23, 24, 31, 39]",無
3896,2020/02/08,"[12, 23, 26, 27, 33]",無
3895,2020/02/07,"[8, 13, 20, 25, 29]",無
3894,2020/02/06,"[1, 3, 7, 23, 39]",無
3893,2020/02/05,"[2, 4, 23, 31, 38]",無
3892,2020/02/04,"[12, 29, 35, 37, 38]",無
3891,2020/02/03,"[1, 3, 21, 24, 34]",無
3890,2020/02/01,"[4, 7, 13, 20, 24]",無
3889,2020/01/31,"[8, 11, 17, 27, 31]",無
3888,2020/01/30,"[8, 10, 16, 24, 34]",無
3887,2020/01/29,"[10, 15, 19, 28, 30]",無
3886,2020/01/28,"[1, 2, 18, 33, 39]",無
3885,2020/01/27,"[1, 9, 14, 27, 39]",無
3884,2020/01/25,"[5, 12, 13, 20, 26]",無
3883,2020/01/24,"[3, 7, 27, 35, 39]",無
3882,2020/01/23,"[1, 17, 23, 33, 39]",無
3881,2020/01/22,"[4, 11, 22, 33, 36]",無
3880,2020/01/21,"[10, 17, 27, 29, 32]",無
3879,2020/01/20,"[4, 21, 28, 35, 38]",無
3878,2020/01/18,"[6, 14, 22, 28, 37]",無
3877,2020/01/17,"[4, 17, 18, 22, 32]",無
3876,2020/01/16,"[3, 4, 5, 10, 33]",無
3875,2020/01/15,"[10, 17, 19, 35, 39]",無
3874,2020/01/14,"[10, 27, 36, 37, 39]",無
3873,2020/01/13,"[11, 13, 24, 28, 35]",無
3872,2020/01/11,"[3, 14, 16, 25, 34]",無
3871,2020/01/10,"[2, 5, 10, 21, 29]",無
3870,2020/01/09,"[4, 13, 20, 30, 36]",無
3869,2020/01/08,"[4, 6, 10, 12, 26]",無
3868,2020/01/07,"[10, 11, 28, 37, 38]",無
3867,2020/01/06,"[14, 16, 27, 28, 34]",無
3866,2020/01/04,"[23, 25, 29, 30, 32]",無
3865,2020/01/03,"[1, 3, 8, 18, 31]",無
3864,2020/01/02,"[1, 6, 11, 23, 27]",無
3863,2020/01/01,"[1, 22, 26, 27, 39]",無
3862,2019/12/31,"[1, 14, 25, 26, 32]",無
3861,2019/12/30,"[8, 10, 14, 16, 20]",無
3860,2019/12/28,"[6, 22, 30, 36, 39]",無
3859,2019/12/27,"[7, 13, 32, 33, 38]",無
3858,2019/12/26,"[2, 14, 21, 27, 38]",無
3857,2019/12/25,"[7, 9, 13, 14, 37]",無
3856,2019/12/24,"[22, 23, 28, 36, 38]",無
3855,2019/12/23,"[6, 13, 16, 22, 34]",無
3854,2019/12/21,"[1, 19, 23, 31, 32]",無
3853,2019/12/20,"[1, 25, 28, 31, 32]",無
3852,2019/12/19,"[1, 10, 28, 36, 37]",無
3851,2019/12/18,"[2, 15, 19, 30, 33]",無
3850,2019/12/17,"[3, 22, 28, 33, 39]",無
3849,2019/12/16,"[10, 22, 25, 32, 37]",無
3848,2019/12/14,"[9, 20, 23, 26, 39]",無
3847,2019/12/13,"[8, 11, 25, 32, 34]",無
3846,2019/12/12,"[1, 5, 20, 26, 28]",無
3845,2019/12/11,"[6, 18, 27, 34, 37]",無
3844,2019/12/10,"[9, 11, 29, 37, 38]",無
3843,2019/12/09,"[12, 20, 23, 32, 39]",無
3842,2019/12/07,"[11, 16, 27, 34, 35]",無
3841,2019/12/06,"[6, 9, 17, 27, 39]",無
3840,2019/12/05,"[3, 23, 27, 29, 34]",無
3839,2019/12/04,"[4, 9, 20, 23, 24]",無
3838,2019/12/03,"[4, 11, 16, 22, 23]",無
3837,2019/12/02,"[2, 6, 20, 25, 26]",無
3836,2019/11/30,"[1, 13, 17, 29, 34]",無
3835,2019/11/29,"[1, 4, 8, 17, 29]",無
3834,2019/11/28,"[7, 13, 14, 21, 39]",無
3833,2019/11/27,"[5, 20, 21, 24, 34]",無
3832,2019/11/26,"[10, 14, 28, 35, 37]",無
3831,2019/11/25,"[11, 16, 19, 20, 25]",無
3830,2019/11/23,"[4, 8, 11, 12, 22]",無
3829,2019/11/22,"[13, 14, 21, 24, 36]",無
3828,2019/11/21,"[1, 3, 15, 26, 39]",無
3827,2019/11/20,"[1, 4, 22, 32, 34]",無
3826,2019/11/19,"[5, 18, 33, 36, 38]",無
3825,2019/11/18,"[3, 5, 10, 11, 32]",無
3824,2019/11/16,"[3, 11, 23, 24, 29]",無
3823,2019/11/15,"[16, 19, 26, 27, 29]",無
3822,2019/11/14,"[3, 6, 12, 14, 31]",無
3821,2019/11/13,"[6, 16, 26, 35, 38]",無
3820,2019/11/12,"[2, 8, 18, 19, 28]",無
3819,2019/11/11,"[22, 23, 27, 29, 39]",無
3818,2019/11/09,"[1, 18, 19, 21, 33]",無
3817,2019/11/08,"[7, 19, 20, 22, 31]",無
3816,2019/11/07,"[10, 11, 17, 22, 32]",無
3815,2019/11/06,"[1, 4, 6, 27, 38]",無
3814,2019/11/05,"[2, 14, 22, 30, 34]",無
3813,2019/11/04,"[14, 23, 28, 32, 34]",無
3812,2019/11/02,"[9, 10, 12, 25, 32]",無
3811,2019/11/01,"[4, 16, 26, 27, 29]",無
3810,2019/10/31,"[2, 23, 30, 32, 37]",無
3809,2019/10/30,"[1, 7, 10, 25, 26]",無
3808,2019/10/29,"[1, 3, 23, 28, 36]",無
3807,2019/10/28,"[2, 3, 23, 26, 31]",無
3806,2019/10/26,"[3, 15, 20, 25, 35]",無
3805,2019/10/25,"[5, 23, 26, 31, 32]",無
3804,2019/10/24,"[3, 13, 16, 25, 29]",無
3803,2019/10/23,"[12, 18, 26, 30, 34]",無
3802,2019/10/22,"[5, 22, 24, 25, 38]",無
3801,2019/10/21,"[24, 25, 27, 32, 39]",無
3800,2019/10/19,"[9, 11, 12, 25, 37]",無
3799,2019/10/18,"[3, 4, 11, 26, 28]",無
3798,2019/10/17,"[5, 18, 21, 31, 37]",無
3797,2019/10/16,"[1, 2, 11, 33, 34]",無
3796,2019/10/15,"[6, 19, 23, 25, 26]",無
3795,2019/10/14,"[10, 14, 17, 27, 28]",無
3794,2019/10/12,"[6, 11, 15, 26, 39]",無
3793,2019/10/11,"[1, 15, 24, 28, 35]",無
3792,2019/10/10,"[17, 26, 29, 31, 35]",無
3791,2019/10/09,"[1, 8, 19, 20, 36]",無
3790,2019/10/08,"[1, 2, 12, 29, 32]",無
3789,2019/10/07,"[1, 13, 16, 18, 26]",無
3788,2019/10/05,"[8, 11, 12, 13, 15]",無
3787,2019/10/04,"[1, 2, 13, 22, 36]",無
3786,2019/10/03,"[7, 24, 28, 31, 36]",無
3785,2019/10/02,"[3, 11, 24, 27, 29]",無
3784,2019/10/01,"[5, 25, 28, 37, 39]",無
3783,2019/09/30,"[4, 15, 16, 26, 34]",無
3782,2019/09/28,"[2, 14, 23, 27, 38]",無
3781,2019/09/27,"[8, 11, 26, 32, 38]",無
3780,2019/09/26,"[2, 12, 18, 22, 38]",無
3779,2019/09/25,"[3, 6, 20, 29, 36]",無
3778,2019/09/24,"[11, 15, 18, 24, 37]",無
3777,2019/09/23,"[18, 28, 30, 33, 34]",無
3776,2019/09/21,"[7, 12, 21, 29, 39]",無
3775,2019/09/20,"[20, 23, 24, 27, 38]",無
3774,2019/09/19,"[7, 25, 28, 32, 35]",無
3773,2019/09/18,"[4, 16, 22, 23, 32]",無
3772,2019/09/17,"[8, 10, 15, 25, 37]",無
3771,2019/09/16,"[10, 20, 24, 38, 39]",無
3770,2019/09/14,"[2, 4, 24, 35, 37]",無
3769,2019/09/13,"[4, 14, 16, 31, 35]",無
3768,2019/09/12,"[12, 23, 27, 30, 37]",無
3767,2019/09/11,"[6, 8, 10, 21, 25]",無
3766,2019/09/10,"[12, 15, 23, 31, 36]",無
3765,2019/09/09,"[1, 3, 9, 10, 31]",無
3764,2019/09/07,"[1, 2, 29, 34, 35]",無
3763,2019/09/06,"[3, 6, 15, 18, 26]",無
3762,2019/09/05,"[17, 24, 26, 28, 39]",無
3761,2019/09/04,"[6, 9, 11, 13, 15]",無
3760,2019/09/03,"[2, 3, 24, 25, 32]",無
3759,2019/09/02,"[1, 2, 11, 12, 15]",無
3758,2019/08/31,"[3, 10, 26, 35, 36]",無
3757,2019/08/30,"[9, 10, 26, 30, 32]",無
3756,2019/08/29,"[2, 11, 16, 31, 35]",無
3755,2019/08/28,"[4, 11, 15, 22, 33]",無
3754,2019/08/27,"[1, 8, 13, 17, 19]",無
3753,2019/08/26,"[5, 11, 15, 34, 35]",無
3752,2019/08/24,"[3, 15, 19, 21, 39]",無
3751,2019/08/23,"[9, 14, 21, 26, 28]",無
3750,2019/08/22,"[3, 12, 29, 34, 38]",無
3749,2019/08/21,"[1, 9, 17, 20, 26]",無
3748,2019/08/20,"[1, 11, 20, 32, 38]",無
3747,2019/08/19,"[1, 9, 17, 21, 31]",無
3746,2019/08/17,"[5, 11, 12, 16, 28]",無
3745,2019/08/16,"[7, 13, 19, 31, 37]",無
3744,2019/08/15,"[1, 12, 23, 38, 39]",無
3743,2019/08/14,"[6, 10, 32, 37, 38]",無
3742,2019/08/13,"[10, 16, 18, 22, 24]",無
3741,2019/08/12,"[8, 20, 35, 36, 39]",無
3740,2019/08/10,"[14, 17, 30, 33, 38]",無
3739,2019/08/09,"[13, 19, 25, 26, 33]",無
3738,2019/08/08,"[12, 26, 32, 35, 36]",無
3737,2019/08/07,"[7, 22, 23, 32, 37]",無
3736,2019/08/06,"[4, 5, 11, 15, 28]",無
3735,2019/08/05,"[1, 5, 11, 16, 22]",無
3734,2019/08/03,"[19, 21, 23, 34, 36]",無
3733,2019/08/02,"[4, 23, 31, 33, 39]",無
3732,2019/08/01,"[1, 2, 3, 10, 17]",無
3731,2019/07/31,"[19, 32, 35, 38, 39]",無
3730,2019/07/30,"[9, 10, 16, 19, 25]",無
3729,2019/07/29,"[5, 7, 9, 19, 30]",無
3728,2019/07/27,"[7, 9, 24, 34, 38]",無
3727,2019/07/26,"[2, 3, 21, 28, 37]",無
3726,2019/07/25,"[14, 17, 24, 36, 37]",無
3725,2019/07/24,"[13, 14, 28, 29, 32]",無
3724,2019/07/23,"[4, 10, 12, 23, 25]",無
3723,2019/07/22,"[19, 20, 25, 32, 34]",無
3722,2019/07/20,"[1, 7, 14, 16, 28]",無
3721,2019/07/19,"[9, 16, 17, 26, 34]",無
3720,2019/07/18,"[16, 18, 22, 33, 38]",無
3719,2019/07/17,"[8, 17, 23, 26, 27]",無
3718,2019/07/16,"[5, 9, 19, 26, 39]",無
3717,2019/07/15,"[13, 18, 22, 23, 24]",無
3716,2019/07/13,"[14, 18, 19, 22, 30]",無
3715,2019/07/12,"[15, 17, 22, 24, 25]",無
